Success (312):
datatype 2786 {urn:com:appian:types:CTMS}CTMS_SiteBudgetSplitView "{urn:com:appian:types:CTMS}CTMS_SiteBudgetSplitView"
datatype 2790 {urn:com:appian:types:CTMS}CTMS_SiteBudgetView "{urn:com:appian:types:CTMS}CTMS_SiteBudgetView"
datatype 2794 {urn:com:appian:types:CTMS}CTMS_SitePaymentDetailsView "{urn:com:appian:types:CTMS}CTMS_SitePaymentDetailsView"
datatype 2798 {urn:com:appian:types:CTMS}CTMS_SitePaymentAndDetailsView "{urn:com:appian:types:CTMS}CTMS_SitePaymentAndDetailsView"
datatype 2770 {urn:com:appian:types:CTMS}CTMS_SitePayment "{urn:com:appian:types:CTMS}CTMS_SitePayment"
datatype 2326 {urn:com:appian:types:CTMS}CTMS_PaymentClaim "{urn:com:appian:types:CTMS}CTMS_PaymentClaim"
datatype 2820 {urn:com:appian:types:CTMS}CTMS_SitePaymentActivitiesView "{urn:com:appian:types:CTMS}CTMS_SitePaymentActivitiesView"
datatype 2758 {urn:com:appian:types:CTMS}CTMS_SiteAccessControl "{urn:com:appian:types:CTMS}CTMS_SiteAccessControl"
datatype 2782 {urn:com:appian:types:CTMS}CTMS_SiteAccessView "{urn:com:appian:types:CTMS}CTMS_SiteAccessView"
datatype 2446 {urn:com:appian:types:CTMS}CTMS_InvestigatorAddress "{urn:com:appian:types:CTMS}CTMS_InvestigatorAddress"
datatype 2754 {urn:com:appian:types:CTMS}CTMS_License "{urn:com:appian:types:CTMS}CTMS_License"
datatype 2732 {urn:com:appian:types:CTMS}CTMS_SiteDocument "{urn:com:appian:types:CTMS}CTMS_SiteDocument"
datatype 2452 {urn:com:appian:types:CTMS}CTMS_SubjectStatus "{urn:com:appian:types:CTMS}CTMS_SubjectStatus"
datatype 2750 {urn:com:appian:types:CTMS}CTMS_User "{urn:com:appian:types:CTMS}CTMS_User"
datatype 2456 {urn:com:appian:types:CTMS}CTMS_ProtocolSiteList "{urn:com:appian:types:CTMS}CTMS_ProtocolSiteList"
datatype 2808 {urn:com:appian:types:CTMS}CTMS_PaymentReportView "{urn:com:appian:types:CTMS}CTMS_PaymentReportView"
datatype 2762 {urn:com:appian:types:CTMS}CTMS_SiteImage "{urn:com:appian:types:CTMS}CTMS_SiteImage"
datatype 2462 {urn:com:appian:types:CTMS}CTMS_SiteAddress "{urn:com:appian:types:CTMS}CTMS_SiteAddress"
datatype 2816 {urn:com:appian:types:CTMS}CTMS_InvestigatorAddressesView "{urn:com:appian:types:CTMS}CTMS_InvestigatorAddressesView"
datatype 2746 {urn:com:appian:types:CTMS}CTMS_CurrentRequestStep "{urn:com:appian:types:CTMS}CTMS_CurrentRequestStep"
datatype 2468 {urn:com:appian:types:CTMS}CTMS_InvestigatorLicense "{urn:com:appian:types:CTMS}CTMS_InvestigatorLicense"
datatype 2940 {urn:com:appian:types:CTMS}CTMS_SiteDocumentDetails "{urn:com:appian:types:CTMS}CTMS_SiteDocumentDetails"
datatype 3164 {urn:com:appian:types:CTMS}CTMS_complianceEmail "{urn:com:appian:types:CTMS}CTMS_complianceEmail"
datatype 2282 {urn:com:appian:types:CTMS}CTMS_PIPOInvestigatorLicense "{urn:com:appian:types:CTMS}CTMS_PIPOInvestigatorLicense"
dataStore 38971 _a-0000dcd5-e7b4-8000-daab-640000640000_6413 "CTMS_Datastore"
dataStore 38859 _a-0000ddcb-815e-8000-daab-640000640000_18429 "CTMS_View_Datastore"
group 43 _e-0000dd39-67e0-8000-daa7-640000640000_75 "CTMS Admins"
group 47 _e-0001dccd-fe85-8000-daa7-640000640000_67 "CTMS Users"
group 96 _e-0000def6-d077-8000-9aee-01075c01075c_80 "CTMS Compliance Team"
group 44 _e-0001dd4e-0437-8000-daa7-640000640000_86 "CTMS Principal Investigators"
group 45 _e-0000dd39-67e0-8000-daa7-640000640000_77 "CTMS Payment Coordinators"
group 46 _e-0000dd39-67e0-8000-daa7-640000640000_78 "CTMS Clinical Financiers"
content 17200 _a-0000dcd5-e7b4-8000-daab-640000640000_6429 "CTMS"
content 17201 _a-0000dcd5-e7b4-8000-daab-640000640000_6430 "CTMS KC"
content 17202 _a-0000dcd5-e7b4-8000-daab-640000640000_6431 "CTMS Documents"
content 17203 _a-0000dcd5-e7b4-8000-daab-640000640000_6447 "Task Reports"
content 17584 _a-0000dcd5-e7b4-8000-daab-640000640000_6391 "CTMS_TASK_REPORT"
content 17205 _a-0000dcd5-e7b4-8000-daab-640000640000_6351 "CTMS Rules"
content 17207 _a-0000dcd5-e7b4-8000-daab-640000640000_6355 "CTMS Interface Rules"
content 38686 2773beec-0945-4f1f-a981-d6e245df2d4e "CTMS_User_UserRecordDashboard"
content 17208 _a-0000dcd5-e7b4-8000-daab-640000640000_6353 "CTMS Expression Rules"
content 17613 22e18c7d-c28b-4615-96ec-c8eb58bf5f72 "CTMS_ifNullAlternateText"
content 17206 _a-0000dcd5-e7b4-8000-daab-640000640000_6352 "CTMS Constants Rules"
content 17614 _a-0000dcd5-e7b4-8000-daab-640000640000_6358 "CTMS_USERS"
content 17615 _a-0000dcd5-e7b4-8000-daab-640000640000_6394 "CTMS_TASK_REPORT"
content 17619 _a-0000dceb-92a1-8000-daab-640000640000_6475 "CTMS_Site_SiteManagement"
content 17620 _a-0000dceb-92a1-8000-daab-640000640000_6504 "CTMS_Site_EditSite"
content 17210 _a-0000dcd5-e7b4-8000-daab-640000640000_6354 "CTMS Query Rules"
content 17617 2d9bd3e8-1fec-4b8e-bfdf-b08fa26eac5f "CTMS_uniqueGridSelector"
content 17618 2b098053-ae74-4cc0-b0c2-2a9d1d9fd096 "CTMS_getAllProtocolSites"
content 17616 1ce433f7-6ac5-4ce3-9a4a-93c51952de92 "CTMS_returnEditValue"
content 17624 feada343-e6ce-48f0-b935-5beef43e52c9 "CTMS_ListView"
content 44877 449d069e-8ce3-47b9-9bcf-ee97b32c9a2b "CTMS_ProtocoleSiteRecordDashboard"
content 17592 10ad9496-32f5-4a0b-bb90-53827544216e "CTMS_Site_LicenceSectionGridView"
content 17633 38c0b0ce-9c91-480f-9ee6-eda722584131 "CTMS_Site_getSiteByID"
content 17221 _a-0000dcd5-e7b4-8000-daab-640000640000_6432 "Icons"
content 17733 _a-0000dcd5-e7b4-8000-daab-640000640000_6433 "completed"
content 17734 _a-0000dcd5-e7b4-8000-daab-640000640000_6434 "planned"
content 17637 _a-0000dcfa-ab37-8000-daab-640000640000_6628 "CTMS_Site_SiteDetails"
content 17729 _a-0000dcfa-ab37-8000-daab-640000640000_6629 "CTMS_Inverstgator_Address"
content 17639 _a-0000dcfa-ab37-8000-daab-640000640000_6635 "CTMS_Site_SiteInfo"
content 17634 _a-0000dcfa-ab37-8000-daab-640000640000_6641 "CTMS_Subject_SubjectChart"
content 17735 _a-0000dcfa-ab37-8000-daab-640000640000_6653 "CTMS_User_UserRecord"
content 17736 _a-0000dcfa-ab37-8000-daab-640000640000_6746 "CTMS_Site_AddressListGrid"
content 17628 _a-0000dcfa-ab37-8000-daab-640000640000_6758 "CTMS_Site_MapAddress"
content 17737 119ad6c1-c429-4d47-8e6b-255ff660d456 "CTMS_Site_Address"
content 17730 _a-0000dcfa-ab37-8000-daab-640000640000_6859 "CTMS_Site_Dashboard"
content 17738 _a-0000dcfa-ab37-8000-daab-640000640000_6955 "CTMS_License_AddEditLicense"
content 36315 _a-0000dcfa-ab37-8000-daab-640000640000_6970 "CTMS_SiteDocument"
content 17739 _a-0000dcfa-ab37-8000-daab-640000640000_6988 "CTMS_DOCUMENT_TYPE_LABLE"
content 17645 99fbaef6-d7e6-4300-ac33-54df6eb73bfd "CTMS_License_getIconIndicatorByDate"
content 17728 _a-0000dcfa-ab37-8000-daab-640000640000_7023 "CTMS_INVESTIGATOR_ADDRESS_RECORDTYPE"
content 17300 _a-0000dd3a-dada-8000-daab-640000640000_11388 "CTMS Document Templates"
content 17697 _a-0000dd3a-dada-8000-daab-640000640000_11394 "CTMS_Claim_Response_Email_Template"
content 17718 _a-0000dd3a-dada-8000-daab-640000640000_11389 "CTMS_Claim_Email_Template"
content 17720 _a-0000dcfa-ab37-8000-daab-640000640000_7030 "CTMS_SITE_RECORDTYPE"
content 17609 8c526c12-f030-47b5-ba94-3b7b2fcd873b "CTMS_User_getUserByUserName"
content 17346 _a-0000ddcb-815e-8000-daab-640000640000_18446 "CTMS_getLisensesByOwnerID"
content 17740 _a-0000dcfa-ab37-8000-daab-640000640000_7119 "CTMS_User_RegisterUser"
content 43748 _a-0000dcfa-ab37-8000-daab-640000640000_7127 "CTMS_User_UpdateUser"
content 17741 _a-0000dcfa-ab37-8000-daab-640000640000_7144 "CTMS_returnDocumentDatasubset"
content 17591 _a-0000dcfa-ab37-8000-daab-640000640000_7164 "CTMS_License_getIconIndicatorByExpireDate"
content 17589 _a-0000dcfa-ab37-8000-daab-640000640000_7168 "CTMS_checkNull"
content 17598 _a-0000dcfa-ab37-8000-daab-640000640000_7210 "CTMS_User_UserNotExistInfo"
content 17607 _a-0000dcfa-ab37-8000-daab-640000640000_7214 "CTMS_User_ApproveUser"
content 17604 _a-0000dcfa-ab37-8000-daab-640000640000_7219 "CTMS_License_AddNewLicense"
content 17606 _a-0000dcfa-ab37-8000-daab-640000640000_7256 "CTMS_License_LicenceViewForApprovers"
content 17662 _a-0000dd1f-71b0-8000-daab-640000640000_7319 "CTMS_getUnknownDocuments"
content 17727 675d167a-b9f7-42f4-97d7-7fc50085fced "CTMS_Site_EditAddress"
content 17722 _a-0000dd25-17fe-8000-daab-640000640000_10004 "CTMS_Investigator_Address_Dashboard"
content 38882 _a-0000dd26-de8a-8000-daab-640000640000_10086 "CTMS_Document_SiteDocumetDshaboard"
content 17644 _a-0000dd28-aefc-8000-daab-640000640000_10091 "CTMS_getDocumentByDocumentIdentifier"
content 17249 _a-0000dd28-e149-8000-daab-640000640000_10112 "CTMS Uploaded Documents"
content 39018 _a-0000dd28-e149-8000-daab-640000640000_10155 "CTMS_Document_EditSiteDocumet"
content 17661 _a-0000dd28-e149-8000-daab-640000640000_10183 "CTMS_IsNullExpirationDate"
content 17659 _a-0000dd28-e149-8000-daab-640000640000_10205 "CTMS_SITE_DOCUMENT_RECORDTYPE"
content 17648 _a-0000dd3a-dada-8000-daab-640000640000_11171 "licinfo"
content 38614 _a-0000dd28-e149-8000-daab-640000640000_10217 "CTMS_Document_SiteDocumetApprover"
content 17742 9c201a70-5414-4b4b-9190-1ef7bc20f93b "CTMS_getSitePaymentBySiteNumber"
content 17743 b3e9a8fd-8deb-4b66-a79e-277749cf7966 "CTMS_Site_PaymentDetails"
content 17676 _a-0000dd3a-dada-8000-daab-640000640000_10883 "CTMS_SitePaymentDetails_Section"
content 17744 _a-0000dd3a-dada-8000-daab-640000640000_10886 "CTMS_getSitePaymentDetailsBySiteId"
content 17745 _a-0000dd3a-dada-8000-daab-640000640000_10916 "CTMS_SitePayment_RecordList"
content 17746 _a-0000dd3a-dada-8000-daab-640000640000_10917 "CTMS_SitePayment_Dashboard"
content 17667 _a-0000dd3a-dada-8000-daab-640000640000_10921 "CTMS_getSitePaymentByPaymentId"
content 17747 _a-0000dd3a-dada-8000-daab-640000640000_10928 "CTMS_SitePaymentGridSection"
content 17666 _a-0000dd3a-dada-8000-daab-640000640000_10931 "CTMS_SitePayment_Section"
content 17748 _a-0000dd3a-dada-8000-daab-640000640000_10938 "CTMS_SitePaymentDetails_Form"
content 17664 _a-0000dd3a-dada-8000-daab-640000640000_10986 "CTMS_SITE_PAYMENT_DETAILS_DS"
content 17677 _a-0000dd3a-dada-8000-daab-640000640000_10990 "CTMS_SitePaymentRelated_Dashboard"
content 17670 _a-0000dd3a-dada-8000-daab-640000640000_10991 "CTMS_SitePaymentGrid_Section"
content 17749 _a-0000dd3a-dada-8000-daab-640000640000_10993 "CTMS_getSitePaymentBySiteId"
content 17683 _a-0000dd3a-dada-8000-daab-640000640000_11004 "CTMS_SiteBudgetGrid_Section"
content 17684 _a-0000dd3a-dada-8000-daab-640000640000_11007 "CTMS_SiteBudgetDashboard"
content 17750 _a-0000dd3a-dada-8000-daab-640000640000_11012 "CTMS_testGetSiteBudgetByIdentifier"
content 17682 _a-0000dd3a-dada-8000-daab-640000640000_11014 "CTMS_SITE_BUDGET_DS"
content 17669 _a-0000dd3a-dada-8000-daab-640000640000_11015 "CTMS_DocumentImagePreview"
content 17668 _a-0000dd3a-dada-8000-daab-640000640000_11022 "CTMS_SITE_PAYMENT_DS"
content 17705 _a-0000dd3a-dada-8000-daab-640000640000_11107 "CTMS_ClaimDescription_Section"
content 17704 _a-0000dd3a-dada-8000-daab-640000640000_11225 "CTMS_CLAIMTYPE_LABELS"
content 17703 _a-0000dd3a-dada-8000-daab-640000640000_11228 "CTMS_CLAIMTYPE_VALUES"
content 17714 _a-0000dd3a-dada-8000-daab-640000640000_11282 "CTMS_CreateClaim_Form"
content 17710 _a-0000dd3a-dada-8000-daab-640000640000_11299 "CTMS_ClaimApproval_Section"
content 17665 _a-0000dd3a-dada-8000-daab-640000640000_11306 "CTMS_PAYMENTCLAIM_DS"
content 17629 _a-0000dd3a-dada-8000-daab-640000640000_11320 "CTMS_GROUP_CLINICALFINANCIERS"
content 17751 _a-0000dd3a-dada-8000-daab-640000640000_11355 "CTMS_SYSTEM_NOREPLY_EMAIL"
content 17752 _a-0000dd3a-dada-8000-daab-640000640000_11379 "CTMS_PRINCIPAL_INVESTIGATORS_GROUP_EMAIL"
